iso2c,country,year,SP.POP.TOTL,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
TV,Tuvalu,1995,9298,0.788771778877178,2678.82663782902,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2008,10314,1.06660849331006,3319.30461894588,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2009,10424,1.05535303146585,3138.69028387476,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2010,10530,0.696486229819563,3022.28882031784,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2011,10633,0.689739490266153,3217.96588471133,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2012,10739,1.02439705745414,3063.98800840538,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2013,10857,1.01326333241227,3169.39605299472,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2014,10972,1.00264309150565,3178.45296240321,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2015,11099,NA,3429.36097349262,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TV,Tuvalu,2007,10221,1.07631347226299,3101.87584460522,TUV,East Asia & Pacific,Funafuti,179.089567,-8.6314877,Upper middle income,IDA
TZ,Tanzania,1995,29649135,0.119845756039763,479.315553531684,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,1997,31192857,0.0924013468852821,493.154791077399,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,1998,31924196,0.0800614994344728,499.76040937881,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,1999,32682239,0.0776435176304781,511.946936351752,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,1996,30444526,0.113703461830872,488.038226405598,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2001,34385856,0.0909662100603225,539.527792105888,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2002,35334788,0.101599392643873,562.318459404299,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2003,36337782,0.104748991008862,583.314433771753,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2004,37379767,0.116740428050287,609.636715612512,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2005,38450320,0.143150096020007,637.005622161401,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2006,39548663,0.152433673927232,659.804350340482,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2007,40681414,0.144944224406752,684.884049106531,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2008,41853944,0.146753792187422,703.588494527692,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2009,43073834,0.13740448551666,719.723078440627,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2010,44346525,0.16025260152853,743.403784726004,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2011,45673338,0.177194603118344,777.227218443918,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2012,47052481,0.202862862853077,788.439151581443,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2000,33499180,0.0791434596309522,522.076788410543,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2014,49959822,0.231426985468443,846.386841468855,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2015,51482633,NA,871.998368594318,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
TZ,Tanzania,2013,48482266,0.230538234330879,817.122634053598,TZA,Sub-Saharan Africa,Dodoma,35.7382,-6.17486,Low income,IDA
UA,Ukraine,1995,51512299,8.65703683696975,1917.45137153295,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,1996,51057189,8.07595997891697,1741.08871439694,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,1998,50143939,6.55386366834883,1686.94178709922,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,1999,49673350,6.69472119355751,1699.51747282766,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2000,49175848,6.52561877529799,1817.99710109357,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,1997,50594105,6.74378991386447,1704.31402365871,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2002,48202500,6.61144067216431,2131.7291662224,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2003,47812950,7.37105121102128,2353.60427976465,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2004,47451600,7.2367678855929,2658.68970906821,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2001,48683865,6.60949131709243,2005.38299185019,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2007,46509350,6.90739681375895,3229.65291745049,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2008,46258200,6.72364983937983,3322.00383583021,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2009,46053300,5.64781047177944,2844.3232799853,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2010,45870700,6.6413496850931,2965.14236549771,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2011,45706100,6.26596231137638,3138.46507001494,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2012,45593300,6.4876028056754,3153.73924469198,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2013,45489600,5.97664184780697,3160.08373580159,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2014,45271947,5.02074706440171,3123.91557226248,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2015,45154029,NA,2828.88539029976,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2005,47105150,7.08790191730628,2758.52048439767,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UA,Ukraine,2006,46787750,6.97680495428825,2983.85729494731,UKR,Europe & Central Asia,Kiev,30.5038,50.4536,Lower middle income,IBRD
UG,Uganda,1997,21655398,0.0511389354284784,391.368901843842,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,1998,22290780,0.0567550799029913,398.863692276336,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,1995,20413152,0.0459876064215855,362.181245249249,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,1996,21032821,0.0503861559987602,383.400110851558,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2001,24388968,0.0619462045298514,427.34677354211,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2002,25167257,0.0619247063754306,450.295995473314,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2003,25980552,0.0615388002533587,464.436283088131,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2004,26821297,0.0648051434649115,480.502227372102,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2005,27684585,0.0784141788652422,494.998010536416,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2006,28571475,0.088814595676282,531.359891717918,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2007,29486338,0.0979977913839284,558.186918698047,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2008,30431736,0.104834308499522,587.947131467985,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2009,31411096,0.107636295148695,608.358157984093,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2010,32428167,0.120883274099335,622.498845744984,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2011,33476919,0.127392876267974,659.628958421381,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,1999,22952410,0.0571959981544422,418.564237070218,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2000,23650172,0.0604701733247437,418.978045497933,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2014,36912148,0.141664527352892,676.337633104653,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2015,38225453,NA,686.982778383969,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2012,34559168,0.117779745160532,663.492402518546,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
UG,Uganda,2013,35695246,0.136426458582188,665.416727461097,UGA,Sub-Saharan Africa,Kampala,32.5729,0.314269,Low income,IDA
US,United States,1995,266278000,19.2765452647233,38369.1618433617,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,1998,275854000,19.5792362010339,41942.7095093335,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,1999,279040000,19.727169506164,43434.6926746903,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,1996,269394000,19.4960247370023,39356.0917998966,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,1997,272657000,19.6903631815798,40614.4056086386,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2002,287625193,19.6134040768814,45087.3672785317,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2003,290107933,19.5641045293305,45980.514584919,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2000,282162411,20.1787505069199,44726.9653978293,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2001,284968955,19.6365050677187,44728.5974752274,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2006,298379912,19.0940665201349,49405.7672958456,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2007,301231207,19.217897835532,49856.2814911902,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2008,304093966,18.4617638680802,49319.4788649957,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2009,306771529,17.1577377931966,47648.8132503916,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2010,309321666,17.4431109038447,48467.5157769259,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2011,311556874,16.9782179256298,48866.0532770682,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2012,313830990,16.3127177497672,49603.2534736283,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2013,315993715,16.3267834994756,50171.2371330963,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2014,318301008,16.507265616325,51028.8248952647,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2015,320635163,NA,52116.7388127741,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2004,292805298,19.6583711815214,47287.593772018,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
US,United States,2005,295516599,19.5918852294317,48499.8123762908,USA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified
UY,Uruguay,1995,3224281,1.42390939251263,8045.94664390039,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,1996,3247381,1.67575901934513,8434.31941239346,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,1999,3308012,2.03302708696341,9211.42751530013,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2000,3319736,1.5983647494861,9001.7500477883,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2001,3325473,1.5305479852039101,8640.77851986829,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2002,3326040,1.38916549410109,7971.3137761405,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2003,3323668,1.3835371041873,8041.24017800451,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2004,3321476,1.68916168594926,8449.20908935891,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2005,3321803,1.73867173941381,9078.63745609633,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2006,3325401,1.99923888878364,9440.50698017137,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2007,3331749,1.80172005754335,10038.8950929108,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2008,3340221,2.4745123152031,10732.011276611,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2009,3349676,2.40622257197413,11155.8452473939,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,1997,3270164,1.69884599059864,9091.47428503196,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,1998,3291053,1.72817545022824,9441.99488249053,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2012,3378974,2.57310562318621,12981.1401128346,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2013,3389439,2.23843031250894,13541.207109277,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2014,3400434,1.98424083514046,13934.576170547,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2015,3412009,NA,13938.7900689227,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2011,3368934,2.30430130124247,12574.9035699536,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UY,Uruguay,2010,3359275,1.90157519107546,11992.0166266335,URY,Latin America & Caribbean,Montevideo,-56.0675,-34.8941,High income,IBRD
UZ,Uzbekistan,1996,23225000,4.57139509149623,874.436235080396,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,1997,23667000,4.53095369079309,902.726927802697,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,1995,22785000,4.53961242045205,876.423234636732,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2000,24650400,4.94226223509558,979.012014093617,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2001,24964450,4.94516089879809,1006.94781615628,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,1998,24051000,4.95382715895389,926.511423347038,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,1999,24311650,5.06075005192984,955.990970255876,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2002,25271850,5.07872067141899,1034.22384329328,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2003,25567650,4.97277708354112,1065.52698680881,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2004,25864350,4.8798625521229,1131.76452793638,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2005,26167000,4.48078335307831,1196.42238577952,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2006,26488250,4.5412060441894,1269.9813728045,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2007,26868000,4.47374545928242,1370.63658196794,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2008,27302800,4.5380179322267296,1470.59518910165,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2009,27767400,3.85817199305661,1562.40505277995,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2010,28562400,3.64704888244685,1634.31209539718,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2011,29339400,3.87480091617416,1714.88934845738,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2012,29774500,3.88973319451208,1814.46516391651,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2013,30243200,3.41744243334039,1921.83193117649,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2014,30757700,3.42072274584901,2025.35262461894,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
UZ,Uzbekistan,2015,31298900,NA,2138.56496010875,UZB,Europe & Central Asia,Tashkent,69.269,41.3052,Lower middle income,Blend
V1,Pre-demographic dividend,1995,481049511,0.362917820903486,890.135729700006,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,1996,494517676,0.358348145323452,916.929393004823,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,1997,507968946,0.342836403426104,946.591196137936,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,1998,521617674,0.330423705718412,992.956709873016,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,1999,535773390,0.33074068431944,1012.99993968042,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2000,550660001,0.391598769990413,1015.13185674865,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2001,566366102,0.429641788599101,1035.03414076406,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2002,582828705,0.444803261144721,1066.89074666687,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2003,599938109,0.450588959920234,1033.61574826974,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2004,617518671,0.506545033216253,1131.99708996013,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2005,635451653,0.498481730282223,1173.1843603463,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2006,653695022,0.461213593801332,1220.93950265277,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2007,672318833,0.402609744508075,1265.18528083301,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2008,691447610,0.445815065307212,1314.638874872,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2009,711257522,0.435299388865025,1343.37505487658,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2010,731868772,0.471250539548996,1388.07070974154,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2011,753326798,0.509289816156197,1409.74220682048,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2012,775573001,0.528890358895068,1447.26441168526,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2013,798495530,0.541348940378099,1490.36105212028,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2014,821931240,0.54231560397955,1518.95857686978,PRE,Aggregates,,,,Aggregates,Aggregates
V1,Pre-demographic dividend,2015,845759344,NA,1520.87839909496,PRE,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,1995,2250115643,1.55590620674654,2102.31382160727,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,1996,2294686411,1.60556988852329,2175.11099499105,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,1997,2339478706,1.61771894537603,2234.47838130568,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,1998,2384215228,1.62969132122329,2235.69016486392,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,1999,2428682278,1.68020849905506,2229.07909143333,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2002,2560162782,1.70704038615307,2266.47470005765,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2003,2603385880,1.76649675460328,2335.73352866515,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2004,2646598382,1.82626022553051,2451.82614216156,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2005,2689939785,1.85978181032034,2559.90238484241,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2006,2733462527,1.93120671524026,2674.41896394145,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2007,2777145806,1.97671688686266,2786.79582868466,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2008,2820903724,2.08023361523273,2838.52385186163,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2009,2864614907,2.12913519478519,2812.86675724929,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2010,2908287643,2.12064533604319,2941.53268714508,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2011,2951856336,2.20252577427603,3042.06059570181,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2012,2994852889,2.29763956763086,3125.384239024,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2013,3037662926,2.21307605608905,3213.79408572159,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2014,3080325473,2.29821640857788,3296.24863434894,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2015,3122841922,NA,3402.54960163743,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2000,2472913805,1.7132797428821,2287.03054087674,EAR,Aggregates,,,,Aggregates,Aggregates
V2,Early-demographic dividend,2001,2516715617,1.70450549916066,2269.55520765061,EAR,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,1997,1994264394,3.48978351293787,3132.66515977412,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,1998,2012571248,3.3619961775939,3168.91338448241,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,1999,2029613166,3.33958072346863,3272.1151697927,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2000,2045125614,3.4042785950833,3467.4441663795,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2001,2059873112,3.45451614428521,3604.26615045848,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2002,2073756947,3.60911719305519,3778.24863733254,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2003,2087310193,3.99415963454884,3989.59721831558,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2004,2100746269,4.35184185774159,4276.64173471726,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2005,2114307206,4.68411666545393,4554.88503209597,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2006,2127750859,5.02466788358224,4921.34267118811,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2007,2140907308,5.26287173882482,5361.36811021372,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,1995,1955852493,3.51337300827905,2915.31674859588,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,1996,1975201086,3.55556144318676,3011.88662874987,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2010,2180828805,6.08218758046457,6192.85187653095,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2011,2193830466,6.56006069842893,6568.60148194705,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2012,2206932709,6.71193184665516,6880.75671154515,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2013,2220299213,6.77992373435829,7195.06820899979,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2014,2233869139,6.75494397274433,7479.57151783641,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2015,2247408984,NA,7722.38768349121,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2008,2154245126,5.55118471234178,5675.19313702727,LTE,Aggregates,,,,Aggregates,Aggregates
V3,Late-demographic dividend,2009,2167842727,5.63298861555729,5788.61612770517,LTE,Aggregates,,,,Aggregates,Aggregates
V4,Post-demographic dividend,1995,995277110,11.5771064653542,31146.3120634416,PST,Aggregates,,,,Aggregates,Aggregates
V4,Post-demographic dividend,1998,1010590288,11.6792060701062,33420.9710599776,PST,Aggregates,,,,Aggregates,Aggregates
V4,Post-demographic dividend,1999,1015420880,11.7773138661478,34355.377989154404,PST,Aggregates,,,,Aggregates,Aggregates
V4,Post-demographic dividend,1996,1000603120,11.7871840245711,31857.5124038389,PST,Aggregates,,,,Aggregates,Aggregates
V4,Post-demographic dividend,1997,1005699715,11.7587892286516,32717.8295772387,PST,Aggregates,,,,Aggregates,Aggregates
V4,Post-demographic dividend,2002,1030561714,11.9075891557912,36259.6600617029,PST,Aggregates,,,,Aggregates,Aggregates
V4,Post-demographic dividend,2003,1035711709,12.0167190964914,36807.8350070443,PST,Aggregates,,,,Aggregates,Aggregates
