year,state,month,month_name,unemployment,date,region,division
2010,Texas,7,July,8,2010-07-01,South,West South Central
2010,Texas,6,June,8,2010-06-01,South,West South Central
2010,Texas,5,May,8.1,2010-05-01,South,West South Central
2010,Texas,4,April,8.2,2010-04-01,South,West South Central
2010,Texas,3,March,8.3,2010-03-01,South,West South Central
2010,Texas,2,February,8.3,2010-02-01,South,West South Central
2010,Texas,1,January,8.3,2010-01-01,South,West South Central
2009,Texas,12,December,8.3,2009-12-01,South,West South Central
2009,Texas,11,November,8.3,2009-11-01,South,West South Central
2009,Texas,10,October,8.3,2009-10-01,South,West South Central
2009,Texas,9,September,8.3,2009-09-01,South,West South Central
2009,Texas,8,August,8.3,2009-08-01,South,West South Central
2009,Texas,7,July,8.2,2009-07-01,South,West South Central
2009,Texas,6,June,8,2009-06-01,South,West South Central
2009,Texas,5,May,7.6,2009-05-01,South,West South Central
2009,Texas,4,April,6.6,2009-04-01,South,West South Central
2009,Texas,3,March,6.5,2009-03-01,South,West South Central
2009,Texas,2,February,6.3,2009-02-01,South,West South Central
2009,Texas,1,January,6.1,2009-01-01,South,West South Central
2008,Texas,12,December,5.8,2008-12-01,South,West South Central
2008,Texas,11,November,5.6,2008-11-01,South,West South Central
2008,Texas,10,October,5.3,2008-10-01,South,West South Central
2008,Texas,9,September,5.1,2008-09-01,South,West South Central
2008,Texas,8,August,4.9,2008-08-01,South,West South Central
2008,Texas,7,July,4.8,2008-07-01,South,West South Central
2008,Texas,6,June,4.6,2008-06-01,South,West South Central
2008,Texas,5,May,4.5,2008-05-01,South,West South Central
2008,Texas,4,April,4.4,2008-04-01,South,West South Central
2008,Texas,3,March,4.3,2008-03-01,South,West South Central
2008,Texas,2,February,4.3,2008-02-01,South,West South Central
2008,Texas,1,January,4.3,2008-01-01,South,West South Central
2007,Texas,12,December,4.3,2007-12-01,South,West South Central
2007,Texas,11,November,4.3,2007-11-01,South,West South Central
2007,Texas,10,October,4.3,2007-10-01,South,West South Central
2007,Texas,9,September,4.3,2007-09-01,South,West South Central
2007,Texas,8,August,4.3,2007-08-01,South,West South Central
2007,Texas,7,July,4.2,2007-07-01,South,West South Central
2007,Texas,6,June,4.2,2007-06-01,South,West South Central
2007,Texas,5,May,4.2,2007-05-01,South,West South Central
2007,Texas,4,April,4.2,2007-04-01,South,West South Central
2007,Texas,3,March,4.3,2007-03-01,South,West South Central
2007,Texas,2,February,4.3,2007-02-01,South,West South Central
2007,Texas,1,January,4.4,2007-01-01,South,West South Central
2006,Texas,12,December,4.4,2006-12-01,South,West South Central
2006,Texas,11,November,4.5,2006-11-01,South,West South Central
2006,Texas,10,October,4.6,2006-10-01,South,West South Central
2006,Texas,9,September,4.7,2006-09-01,South,West South Central
2006,Texas,8,August,4.9,2006-08-01,South,West South Central
2006,Texas,7,July,5,2006-07-01,South,West South Central
2006,Texas,6,June,5,2006-06-01,South,West South Central
2006,Texas,5,May,5.1,2006-05-01,South,West South Central
2006,Texas,4,April,5.1,2006-04-01,South,West South Central
2006,Texas,3,March,5.1,2006-03-01,South,West South Central
2006,Texas,2,February,5.1,2006-02-01,South,West South Central
2006,Texas,1,January,5.2,2006-01-01,South,West South Central
2016,Utah,12,December,3.3,2016-12-01,West,Mountain
2016,Utah,11,November,3.3,2016-11-01,West,Mountain
2016,Utah,10,October,3.3,2016-10-01,West,Mountain
2016,Utah,9,September,3.3,2016-09-01,West,Mountain
2016,Utah,8,August,3.4,2016-08-01,West,Mountain
2016,Utah,7,July,3.4,2016-07-01,West,Mountain
2016,Utah,6,June,3.5,2016-06-01,West,Mountain
2016,Utah,5,May,3.5,2016-05-01,West,Mountain
2016,Utah,4,April,3.5,2016-04-01,West,Mountain
2016,Utah,3,March,3.6,2016-03-01,West,Mountain
2016,Utah,2,February,3.6,2016-02-01,West,Mountain
2016,Utah,1,January,3.6,2016-01-01,West,Mountain
2015,Utah,12,December,3.6,2015-12-01,West,Mountain
2015,Utah,11,November,3.6,2015-11-01,West,Mountain
2015,Utah,10,October,3.6,2015-10-01,West,Mountain
2015,Utah,9,September,3.6,2015-09-01,West,Mountain
2015,Utah,8,August,3.6,2015-08-01,West,Mountain
2015,Utah,7,July,3.6,2015-07-01,West,Mountain
2015,Utah,6,June,3.6,2015-06-01,West,Mountain
2015,Utah,5,May,3.6,2015-05-01,West,Mountain
2015,Utah,4,April,3.6,2015-04-01,West,Mountain
2015,Utah,3,March,3.6,2015-03-01,West,Mountain
2015,Utah,2,February,3.6,2015-02-01,West,Mountain
2015,Utah,1,January,3.6,2015-01-01,West,Mountain
2014,Utah,12,December,3.7,2014-12-01,West,Mountain
2014,Utah,11,November,3.7,2014-11-01,West,Mountain
2014,Utah,10,October,3.7,2014-10-01,West,Mountain
2014,Utah,9,September,3.8,2014-09-01,West,Mountain
2014,Utah,8,August,3.8,2014-08-01,West,Mountain
2014,Utah,7,July,3.8,2014-07-01,West,Mountain
2014,Utah,6,June,3.8,2014-06-01,West,Mountain
2014,Utah,5,May,3.8,2014-05-01,West,Mountain
2014,Utah,4,April,3.8,2014-04-01,West,Mountain
2014,Utah,3,March,3.9,2014-03-01,West,Mountain
2014,Utah,2,February,4,2014-02-01,West,Mountain
2014,Utah,1,January,4.1,2014-01-01,West,Mountain
2013,Utah,12,December,4.2,2013-12-01,West,Mountain
2013,Utah,11,November,4.3,2013-11-01,West,Mountain
2013,Utah,10,October,4.3,2013-10-01,West,Mountain
2013,Utah,9,September,4.4,2013-09-01,West,Mountain
2013,Utah,8,August,4.5,2013-08-01,West,Mountain
2013,Utah,7,July,4.6,2013-07-01,West,Mountain
2013,Utah,6,June,4.6,2013-06-01,West,Mountain
2013,Utah,5,May,4.7,2013-05-01,West,Mountain
2013,Utah,4,April,4.8,2013-04-01,West,Mountain
2013,Utah,3,March,4.8,2013-03-01,West,Mountain
2013,Utah,2,February,4.9,2013-02-01,West,Mountain
2013,Utah,1,January,5,2013-01-01,West,Mountain
2012,Utah,12,December,5,2012-12-01,West,Mountain
2012,Utah,11,November,5.1,2012-11-01,West,Mountain
2012,Utah,10,October,5.1,2012-10-01,West,Mountain
2012,Utah,9,September,5.2,2012-09-01,West,Mountain
2012,Utah,8,August,5.2,2012-08-01,West,Mountain
2012,Utah,7,July,5.3,2012-07-01,West,Mountain
2012,Utah,6,June,5.4,2012-06-01,West,Mountain
2012,Utah,5,May,5.5,2012-05-01,West,Mountain
2012,Utah,4,April,5.6,2012-04-01,West,Mountain
2012,Utah,3,March,5.7,2012-03-01,West,Mountain
2012,Utah,2,February,5.8,2012-02-01,West,Mountain
2012,Utah,1,January,5.9,2012-01-01,West,Mountain
2011,Utah,12,December,6,2011-12-01,West,Mountain
2011,Utah,11,November,6.1,2011-11-01,West,Mountain
2011,Utah,10,October,6.3,2011-10-01,West,Mountain
2011,Utah,9,September,6.4,2011-09-01,West,Mountain
2011,Utah,8,August,6.5,2011-08-01,West,Mountain
2011,Utah,7,July,6.7,2011-07-01,West,Mountain
2011,Utah,6,June,6.8,2011-06-01,West,Mountain
2011,Utah,5,May,7,2011-05-01,West,Mountain
2011,Utah,4,April,7.1,2011-04-01,West,Mountain
2011,Utah,3,March,7.2,2011-03-01,West,Mountain
2011,Utah,2,February,7.4,2011-02-01,West,Mountain
2011,Utah,1,January,7.5,2011-01-01,West,Mountain
2010,Utah,12,December,7.6,2010-12-01,West,Mountain
2010,Utah,11,November,7.6,2010-11-01,West,Mountain
2010,Utah,10,October,7.7,2010-10-01,West,Mountain
2010,Utah,9,September,7.8,2010-09-01,West,Mountain
2010,Utah,8,August,7.8,2010-08-01,West,Mountain
2010,Utah,7,July,7.9,2010-07-01,West,Mountain
2010,Utah,6,June,7.9,2010-06-01,West,Mountain
2010,Utah,5,May,7.9,2010-05-01,West,Mountain
2010,Utah,4,April,8,2010-04-01,West,Mountain
2010,Utah,3,March,8,2010-03-01,West,Mountain
2010,Utah,2,February,7.9,2010-02-01,West,Mountain
2010,Utah,1,January,7.9,2010-01-01,West,Mountain
2009,Utah,12,December,7.8,2009-12-01,West,Mountain
2009,Utah,11,November,7.8,2009-11-01,West,Mountain
2009,Utah,10,October,7.7,2009-10-01,West,Mountain
2009,Utah,9,September,7.6,2009-09-01,West,Mountain
2009,Utah,8,August,7.6,2009-08-01,West,Mountain
2009,Utah,7,July,7.5,2009-07-01,West,Mountain
2009,Utah,6,June,7.4,2009-06-01,West,Mountain
2009,Utah,5,May,7.3,2009-05-01,West,Mountain
2009,Utah,4,April,7.2,2009-04-01,West,Mountain
2009,Utah,3,March,7,2009-03-01,West,Mountain
2009,Utah,2,February,6.7,2009-02-01,West,Mountain
2009,Utah,1,January,6.2,2009-01-01,West,Mountain
2008,Utah,12,December,5.5,2008-12-01,West,Mountain
2008,Utah,11,November,4.1,2008-11-01,West,Mountain
2008,Utah,10,October,3.9,2008-10-01,West,Mountain
2008,Utah,9,September,3.7,2008-09-01,West,Mountain
2008,Utah,8,August,3.6,2008-08-01,West,Mountain
2008,Utah,7,July,3.4,2008-07-01,West,Mountain
2008,Utah,6,June,3.3,2008-06-01,West,Mountain
2008,Utah,5,May,3.2,2008-05-01,West,Mountain
2008,Utah,4,April,3.2,2008-04-01,West,Mountain
2008,Utah,3,March,3.1,2008-03-01,West,Mountain
2008,Utah,2,February,3,2008-02-01,West,Mountain
2008,Utah,1,January,3,2008-01-01,West,Mountain
2007,Utah,12,December,2.9,2007-12-01,West,Mountain
2007,Utah,11,November,2.8,2007-11-01,West,Mountain
2007,Utah,10,October,2.8,2007-10-01,West,Mountain
2007,Utah,9,September,2.7,2007-09-01,West,Mountain
2007,Utah,8,August,2.7,2007-08-01,West,Mountain
2007,Utah,7,July,2.6,2007-07-01,West,Mountain
2007,Utah,6,June,2.5,2007-06-01,West,Mountain
2007,Utah,5,May,2.5,2007-05-01,West,Mountain
2007,Utah,4,April,2.4,2007-04-01,West,Mountain
2007,Utah,3,March,2.4,2007-03-01,West,Mountain
2007,Utah,2,February,2.4,2007-02-01,West,Mountain
2007,Utah,1,January,2.4,2007-01-01,West,Mountain
2006,Utah,12,December,2.5,2006-12-01,West,Mountain
2006,Utah,11,November,2.6,2006-11-01,West,Mountain
2006,Utah,10,October,2.7,2006-10-01,West,Mountain
2006,Utah,9,September,2.8,2006-09-01,West,Mountain
2006,Utah,8,August,2.8,2006-08-01,West,Mountain
2006,Utah,7,July,2.9,2006-07-01,West,Mountain
2006,Utah,6,June,3,2006-06-01,West,Mountain
2006,Utah,5,May,3.1,2006-05-01,West,Mountain
2006,Utah,4,April,3.2,2006-04-01,West,Mountain
2006,Utah,3,March,3.3,2006-03-01,West,Mountain
2006,Utah,2,February,3.4,2006-02-01,West,Mountain
2006,Utah,1,January,3.5,2006-01-01,West,Mountain
2016,Vermont,12,December,3.1,2016-12-01,Northeast,New England
2016,Vermont,11,November,3.2,2016-11-01,Northeast,New England
2016,Vermont,10,October,3.2,2016-10-01,Northeast,New England
2016,Vermont,9,September,3.2,2016-09-01,Northeast,New England
2016,Vermont,8,August,3.2,2016-08-01,Northeast,New England
2016,Vermont,7,July,3.2,2016-07-01,Northeast,New England
2016,Vermont,6,June,3.3,2016-06-01,Northeast,New England
2016,Vermont,5,May,3.3,2016-05-01,Northeast,New England
2016,Vermont,4,April,3.3,2016-04-01,Northeast,New England
2016,Vermont,3,March,3.3,2016-03-01,Northeast,New England
2016,Vermont,2,February,3.3,2016-02-01,Northeast,New England
2016,Vermont,1,January,3.3,2016-01-01,Northeast,New England
2015,Vermont,12,December,3.4,2015-12-01,Northeast,New England
2015,Vermont,11,November,3.4,2015-11-01,Northeast,New England
2015,Vermont,10,October,3.5,2015-10-01,Northeast,New England
2015,Vermont,9,September,3.5,2015-09-01,Northeast,New England
2015,Vermont,8,August,3.5,2015-08-01,Northeast,New England
2015,Vermont,7,July,3.6,2015-07-01,Northeast,New England
2015,Vermont,6,June,3.6,2015-06-01,Northeast,New England
2015,Vermont,5,May,3.6,2015-05-01,Northeast,New England
2015,Vermont,4,April,3.6,2015-04-01,Northeast,New England
2015,Vermont,3,March,3.7,2015-03-01,Northeast,New England
2015,Vermont,2,February,3.7,2015-02-01,Northeast,New England
2015,Vermont,1,January,3.8,2015-01-01,Northeast,New England
2014,Vermont,12,December,3.8,2014-12-01,Northeast,New England
2014,Vermont,11,November,3.8,2014-11-01,Northeast,New England
2014,Vermont,10,October,3.9,2014-10-01,Northeast,New England
2014,Vermont,9,September,3.9,2014-09-01,Northeast,New England
2014,Vermont,8,August,3.9,2014-08-01,Northeast,New England
2014,Vermont,7,July,3.9,2014-07-01,Northeast,New England
2014,Vermont,6,June,4,2014-06-01,Northeast,New England
2014,Vermont,5,May,4,2014-05-01,Northeast,New England
2014,Vermont,4,April,4,2014-04-01,Northeast,New England
2014,Vermont,3,March,4,2014-03-01,Northeast,New England
2014,Vermont,2,February,4.1,2014-02-01,Northeast,New England
2014,Vermont,1,January,4.1,2014-01-01,Northeast,New England
2013,Vermont,12,December,4.2,2013-12-01,Northeast,New England
2013,Vermont,11,November,4.2,2013-11-01,Northeast,New England
2013,Vermont,10,October,4.3,2013-10-01,Northeast,New England
2013,Vermont,9,September,4.3,2013-09-01,Northeast,New England
2013,Vermont,8,August,4.4,2013-08-01,Northeast,New England
2013,Vermont,7,July,4.4,2013-07-01,Northeast,New England
2013,Vermont,6,June,4.5,2013-06-01,Northeast,New England
2013,Vermont,5,May,4.5,2013-05-01,Northeast,New England
2013,Vermont,4,April,4.5,2013-04-01,Northeast,New England
2013,Vermont,3,March,4.5,2013-03-01,Northeast,New England
2013,Vermont,2,February,4.5,2013-02-01,Northeast,New England
2013,Vermont,1,January,4.6,2013-01-01,Northeast,New England
2012,Vermont,12,December,4.6,2012-12-01,Northeast,New England
2012,Vermont,11,November,4.7,2012-11-01,Northeast,New England
2012,Vermont,10,October,4.8,2012-10-01,Northeast,New England
2012,Vermont,9,September,4.9,2012-09-01,Northeast,New England
2012,Vermont,8,August,5,2012-08-01,Northeast,New England
2012,Vermont,7,July,5,2012-07-01,Northeast,New England
2012,Vermont,6,June,5,2012-06-01,Northeast,New England
2012,Vermont,5,May,5,2012-05-01,Northeast,New England
2012,Vermont,4,April,5,2012-04-01,Northeast,New England
2012,Vermont,3,March,5,2012-03-01,Northeast,New England
2012,Vermont,2,February,5,2012-02-01,Northeast,New England
2012,Vermont,1,January,5.1,2012-01-01,Northeast,New England
2011,Vermont,12,December,5.2,2011-12-01,Northeast,New England
2011,Vermont,11,November,5.3,2011-11-01,Northeast,New England
2011,Vermont,10,October,5.4,2011-10-01,Northeast,New England
2011,Vermont,9,September,5.4,2011-09-01,Northeast,New England
2011,Vermont,8,August,5.4,2011-08-01,Northeast,New England
2011,Vermont,7,July,5.4,2011-07-01,Northeast,New England
2011,Vermont,6,June,5.4,2011-06-01,Northeast,New England
2011,Vermont,5,May,5.5,2011-05-01,Northeast,New England
2011,Vermont,4,April,5.5,2011-04-01,Northeast,New England
2011,Vermont,3,March,5.6,2011-03-01,Northeast,New England
2011,Vermont,2,February,5.7,2011-02-01,Northeast,New England
2011,Vermont,1,January,5.8,2011-01-01,Northeast,New England
2010,Vermont,12,December,5.9,2010-12-01,Northeast,New England
2010,Vermont,11,November,5.9,2010-11-01,Northeast,New England
2010,Vermont,10,October,6,2010-10-01,Northeast,New England
2010,Vermont,9,September,6,2010-09-01,Northeast,New England
2010,Vermont,8,August,6,2010-08-01,Northeast,New England
2010,Vermont,7,July,6,2010-07-01,Northeast,New England
2010,Vermont,6,June,6.1,2010-06-01,Northeast,New England
2010,Vermont,5,May,6.1,2010-05-01,Northeast,New England
2010,Vermont,4,April,6.2,2010-04-01,Northeast,New England
2010,Vermont,3,March,6.2,2010-03-01,Northeast,New England
2010,Vermont,2,February,6.3,2010-02-01,Northeast,New England
2010,Vermont,1,January,6.3,2010-01-01,Northeast,New England
2009,Vermont,12,December,6.3,2009-12-01,Northeast,New England
2009,Vermont,11,November,6.3,2009-11-01,Northeast,New England
2009,Vermont,10,October,6.4,2009-10-01,Northeast,New England
2009,Vermont,9,September,6.5,2009-09-01,Northeast,New England
2009,Vermont,8,August,6.6,2009-08-01,Northeast,New England
2009,Vermont,7,July,6.8,2009-07-01,Northeast,New England
2009,Vermont,6,June,6.9,2009-06-01,Northeast,New England
2009,Vermont,5,May,6.9,2009-05-01,Northeast,New England
2009,Vermont,4,April,6.9,2009-04-01,Northeast,New England
2009,Vermont,3,March,6.7,2009-03-01,Northeast,New England
2009,Vermont,2,February,6.4,2009-02-01,Northeast,New England
2009,Vermont,1,January,6.1,2009-01-01,Northeast,New England
2008,Vermont,12,December,5.7,2008-12-01,Northeast,New England
2008,Vermont,11,November,5.4,2008-11-01,Northeast,New England
2008,Vermont,10,October,5.1,2008-10-01,Northeast,New England
2008,Vermont,9,September,4.8,2008-09-01,Northeast,New England
2008,Vermont,8,August,4.7,2008-08-01,Northeast,New England
2008,Vermont,7,July,4.6,2008-07-01,Northeast,New England
2008,Vermont,6,June,4.5,2008-06-01,Northeast,New England
2008,Vermont,5,May,4.4,2008-05-01,Northeast,New England
2008,Vermont,4,April,4.4,2008-04-01,Northeast,New England
2008,Vermont,3,March,4.3,2008-03-01,Northeast,New England
2008,Vermont,2,February,4.3,2008-02-01,Northeast,New England
2008,Vermont,1,January,4.3,2008-01-01,Northeast,New England
2007,Vermont,12,December,4.2,2007-12-01,Northeast,New England
2007,Vermont,11,November,4.2,2007-11-01,Northeast,New England
2007,Vermont,10,October,4.2,2007-10-01,Northeast,New England
2007,Vermont,9,September,4.1,2007-09-01,Northeast,New England
2007,Vermont,8,August,4.1,2007-08-01,Northeast,New England
2007,Vermont,7,July,4,2007-07-01,Northeast,New England
2007,Vermont,6,June,4,2007-06-01,Northeast,New England
2007,Vermont,5,May,3.9,2007-05-01,Northeast,New England
2007,Vermont,4,April,3.9,2007-04-01,Northeast,New England
2007,Vermont,3,March,3.9,2007-03-01,Northeast,New England
2007,Vermont,2,February,3.9,2007-02-01,Northeast,New England
2007,Vermont,1,January,3.9,2007-01-01,Northeast,New England
2006,Vermont,12,December,3.9,2006-12-01,Northeast,New England
2006,Vermont,11,November,3.9,2006-11-01,Northeast,New England
2006,Vermont,10,October,3.9,2006-10-01,Northeast,New England
2006,Vermont,9,September,3.8,2006-09-01,Northeast,New England
2006,Vermont,8,August,3.8,2006-08-01,Northeast,New England
2006,Vermont,7,July,3.7,2006-07-01,Northeast,New England
2006,Vermont,6,June,3.6,2006-06-01,Northeast,New England
2006,Vermont,5,May,3.6,2006-05-01,Northeast,New England
2006,Vermont,4,April,3.5,2006-04-01,Northeast,New England
2006,Vermont,3,March,3.5,2006-03-01,Northeast,New England
2006,Vermont,2,February,3.5,2006-02-01,Northeast,New England
2006,Vermont,1,January,3.5,2006-01-01,Northeast,New England
2016,Virginia,12,December,4.1,2016-12-01,South,South Atlantic
2016,Virginia,11,November,4.1,2016-11-01,South,South Atlantic
2016,Virginia,10,October,4.2,2016-10-01,South,South Atlantic
2016,Virginia,9,September,4.2,2016-09-01,South,South Atlantic
2016,Virginia,8,August,4.2,2016-08-01,South,South Atlantic
2016,Virginia,7,July,4.1,2016-07-01,South,South Atlantic
2016,Virginia,6,June,4.1,2016-06-01,South,South Atlantic
2016,Virginia,5,May,4,2016-05-01,South,South Atlantic
2016,Virginia,4,April,4,2016-04-01,South,South Atlantic
2016,Virginia,3,March,4,2016-03-01,South,South Atlantic
2016,Virginia,2,February,4,2016-02-01,South,South Atlantic
2016,Virginia,1,January,4.1,2016-01-01,South,South Atlantic
2015,Virginia,12,December,4.1,2015-12-01,South,South Atlantic
2015,Virginia,11,November,4.1,2015-11-01,South,South Atlantic
2015,Virginia,10,October,4.1,2015-10-01,South,South Atlantic
2015,Virginia,9,September,4.2,2015-09-01,South,South Atlantic
2015,Virginia,8,August,4.3,2015-08-01,South,South Atlantic
2015,Virginia,7,July,4.4,2015-07-01,South,South Atlantic
2015,Virginia,6,June,4.5,2015-06-01,South,South Atlantic
2015,Virginia,5,May,4.6,2015-05-01,South,South Atlantic
2015,Virginia,4,April,4.7,2015-04-01,South,South Atlantic
2015,Virginia,3,March,4.8,2015-03-01,South,South Atlantic
2015,Virginia,2,February,4.8,2015-02-01,South,South Atlantic
2015,Virginia,1,January,4.9,2015-01-01,South,South Atlantic
2014,Virginia,12,December,4.9,2014-12-01,South,South Atlantic
2014,Virginia,11,November,5,2014-11-01,South,South Atlantic
2014,Virginia,10,October,5.1,2014-10-01,South,South Atlantic
2014,Virginia,9,September,5.1,2014-09-01,South,South Atlantic
2014,Virginia,8,August,5.2,2014-08-01,South,South Atlantic
2014,Virginia,7,July,5.2,2014-07-01,South,South Atlantic
2014,Virginia,6,June,5.3,2014-06-01,South,South Atlantic
2014,Virginia,5,May,5.3,2014-05-01,South,South Atlantic
2014,Virginia,4,April,5.4,2014-04-01,South,South Atlantic
2014,Virginia,3,March,5.4,2014-03-01,South,South Atlantic
2014,Virginia,2,February,5.4,2014-02-01,South,South Atlantic
2014,Virginia,1,January,5.5,2014-01-01,South,South Atlantic
2013,Virginia,12,December,5.5,2013-12-01,South,South Atlantic
2013,Virginia,11,November,5.6,2013-11-01,South,South Atlantic
2013,Virginia,10,October,5.6,2013-10-01,South,South Atlantic
2013,Virginia,9,September,5.7,2013-09-01,South,South Atlantic
2013,Virginia,8,August,5.7,2013-08-01,South,South Atlantic
2013,Virginia,7,July,5.7,2013-07-01,South,South Atlantic
2013,Virginia,6,June,5.7,2013-06-01,South,South Atlantic
2013,Virginia,5,May,5.7,2013-05-01,South,South Atlantic
2013,Virginia,4,April,5.8,2013-04-01,South,South Atlantic
2013,Virginia,3,March,5.8,2013-03-01,South,South Atlantic
2013,Virginia,2,February,5.8,2013-02-01,South,South Atlantic
2013,Virginia,1,January,5.8,2013-01-01,South,South Atlantic
2012,Virginia,12,December,5.8,2012-12-01,South,South Atlantic
2012,Virginia,11,November,5.8,2012-11-01,South,South Atlantic
2012,Virginia,10,October,5.9,2012-10-01,South,South Atlantic
2012,Virginia,9,September,5.9,2012-09-01,South,South Atlantic
2012,Virginia,8,August,6,2012-08-01,South,South Atlantic
2012,Virginia,7,July,6.1,2012-07-01,South,South Atlantic
2012,Virginia,6,June,6.1,2012-06-01,South,South Atlantic
2012,Virginia,5,May,6.2,2012-05-01,South,South Atlantic
2012,Virginia,4,April,6.2,2012-04-01,South,South Atlantic
2012,Virginia,3,March,6.2,2012-03-01,South,South Atlantic
2012,Virginia,2,February,6.2,2012-02-01,South,South Atlantic
2012,Virginia,1,January,6.3,2012-01-01,South,South Atlantic
2011,Virginia,12,December,6.4,2011-12-01,South,South Atlantic
2011,Virginia,11,November,6.5,2011-11-01,South,South Atlantic
2011,Virginia,10,October,6.6,2011-10-01,South,South Atlantic
2011,Virginia,9,September,6.7,2011-09-01,South,South Atlantic
2011,Virginia,8,August,6.7,2011-08-01,South,South Atlantic
2011,Virginia,7,July,6.7,2011-07-01,South,South Atlantic
2011,Virginia,6,June,6.6,2011-06-01,South,South Atlantic
2011,Virginia,5,May,6.6,2011-05-01,South,South Atlantic
2011,Virginia,4,April,6.5,2011-04-01,South,South Atlantic
2011,Virginia,3,March,6.5,2011-03-01,South,South Atlantic
2011,Virginia,2,February,6.6,2011-02-01,South,South Atlantic
2011,Virginia,1,January,6.7,2011-01-01,South,South Atlantic
2010,Virginia,12,December,6.8,2010-12-01,South,South Atlantic
2010,Virginia,11,November,6.9,2010-11-01,South,South Atlantic
2010,Virginia,10,October,6.9,2010-10-01,South,South Atlantic
2010,Virginia,9,September,7,2010-09-01,South,South Atlantic
2010,Virginia,8,August,7,2010-08-01,South,South Atlantic
2010,Virginia,7,July,7,2010-07-01,South,South Atlantic
2010,Virginia,6,June,7.1,2010-06-01,South,South Atlantic
2010,Virginia,5,May,7.2,2010-05-01,South,South Atlantic
2010,Virginia,4,April,7.3,2010-04-01,South,South Atlantic
2010,Virginia,3,March,7.4,2010-03-01,South,South Atlantic
2010,Virginia,2,February,7.5,2010-02-01,South,South Atlantic
2010,Virginia,1,January,7.4,2010-01-01,South,South Atlantic
2009,Virginia,12,December,7.4,2009-12-01,South,South Atlantic
2009,Virginia,11,November,7.2,2009-11-01,South,South Atlantic
2009,Virginia,10,October,7.1,2009-10-01,South,South Atlantic
2009,Virginia,9,September,7,2009-09-01,South,South Atlantic
2009,Virginia,8,August,6.9,2009-08-01,South,South Atlantic
2009,Virginia,7,July,6.8,2009-07-01,South,South Atlantic
2009,Virginia,6,June,6.8,2009-06-01,South,South Atlantic
2009,Virginia,5,May,6.7,2009-05-01,South,South Atlantic
2009,Virginia,4,April,6.5,2009-04-01,South,South Atlantic
2009,Virginia,3,March,6.3,2009-03-01,South,South Atlantic
2009,Virginia,2,February,6,2009-02-01,South,South Atlantic
2009,Virginia,1,January,5.5,2009-01-01,South,South Atlantic
2008,Virginia,12,December,5.1,2008-12-01,South,South Atlantic
2008,Virginia,11,November,4.7,2008-11-01,South,South Atlantic
2008,Virginia,10,October,4.4,2008-10-01,South,South Atlantic
2008,Virginia,9,September,4.2,2008-09-01,South,South Atlantic
2008,Virginia,8,August,4,2008-08-01,South,South Atlantic
2008,Virginia,7,July,3.9,2008-07-01,South,South Atlantic
2008,Virginia,6,June,3.8,2008-06-01,South,South Atlantic
2008,Virginia,5,May,3.7,2008-05-01,South,South Atlantic
2008,Virginia,4,April,3.5,2008-04-01,South,South Atlantic
2008,Virginia,3,March,3.4,2008-03-01,South,South Atlantic
2008,Virginia,2,February,3.4,2008-02-01,South,South Atlantic
2008,Virginia,1,January,3.4,2008-01-01,South,South Atlantic
2007,Virginia,12,December,3.3,2007-12-01,South,South Atlantic
2007,Virginia,11,November,3.3,2007-11-01,South,South Atlantic
2007,Virginia,10,October,3.2,2007-10-01,South,South Atlantic
2007,Virginia,9,September,3.2,2007-09-01,South,South Atlantic
2007,Virginia,8,August,3.1,2007-08-01,South,South Atlantic
2007,Virginia,7,July,3,2007-07-01,South,South Atlantic
2007,Virginia,6,June,2.9,2007-06-01,South,South Atlantic
2007,Virginia,5,May,2.9,2007-05-01,South,South Atlantic
2007,Virginia,4,April,2.9,2007-04-01,South,South Atlantic
2007,Virginia,3,March,2.9,2007-03-01,South,South Atlantic
2007,Virginia,2,February,2.9,2007-02-01,South,South Atlantic
2007,Virginia,1,January,2.9,2007-01-01,South,South Atlantic
2006,Virginia,12,December,3,2006-12-01,South,South Atlantic
2006,Virginia,11,November,3.1,2006-11-01,South,South Atlantic
2006,Virginia,10,October,3.1,2006-10-01,South,South Atlantic
2006,Virginia,9,September,3.2,2006-09-01,South,South Atlantic
2006,Virginia,8,August,3.2,2006-08-01,South,South Atlantic
2006,Virginia,7,July,3.1,2006-07-01,South,South Atlantic
2006,Virginia,6,June,3.1,2006-06-01,South,South Atlantic
2006,Virginia,5,May,3.1,2006-05-01,South,South Atlantic
2006,Virginia,4,April,3.1,2006-04-01,South,South Atlantic
2006,Virginia,3,March,3.1,2006-03-01,South,South Atlantic
2006,Virginia,2,February,3.1,2006-02-01,South,South Atlantic
2006,Virginia,1,January,3.2,2006-01-01,South,South Atlantic
2016,Washington,12,December,4.9,2016-12-01,West,Pacific
2016,Washington,11,November,5,2016-11-01,West,Pacific
2016,Washington,10,October,5.1,2016-10-01,West,Pacific
2016,Washington,9,September,5.1,2016-09-01,West,Pacific
2016,Washington,8,August,5.2,2016-08-01,West,Pacific
2016,Washington,7,July,5.3,2016-07-01,West,Pacific
2016,Washington,6,June,5.4,2016-06-01,West,Pacific
2016,Washington,5,May,5.4,2016-05-01,West,Pacific
2016,Washington,4,April,5.4,2016-04-01,West,Pacific
2016,Washington,3,March,5.5,2016-03-01,West,Pacific
2016,Washington,2,February,5.5,2016-02-01,West,Pacific
